	Relative Change
SETMAR	-0.06725624003789654
TEP1	-0.06725806784756581
EMP3	-0.06725973157604045
COL13A1	-0.0672650540347737
SLC19A2	-0.06728125470779478
TOR3A	-0.06730144106438501
ITGB6	-0.06732270536380024
LRP3	-0.06733541135241702
IFNA4	-0.06735108077382314
CNR2	-0.06736764572148389
STX3	-0.06738114786914584
RASSF3	-0.06738277224529826
DDX28	-0.06738357950194684
OCLN	-0.06740077355276455
SLC7A9	-0.06741173337286586
FBXL8	-0.0674122724426981
GABRE	-0.06743374176721284
SH3TC2	-0.0674375070585149
NOV	-0.06744616554445675
CLDN14	-0.06745167775338165
LNX1	-0.06745933058704152
FETUB	-0.06748637533109386
CTSG	-0.06748887996417875
CTNNAL1	-0.0674945506033897
WDR19	-0.06749690805576136
INHBB	-0.06751598368927018
CSAD	-0.06752832912177709
HIST1H2AE	-0.06753382024134162
GNG8	-0.06753970389551381
AFAP1L1	-0.06754802884859404
WNT7A	-0.0675668062386143
B3GALT2	-0.06757116019340749
BTBD11	-0.06759282634630952
THBS3	-0.06760317544108045
RYR1	-0.06761764428029166
NR5A1	-0.06762885844351185
TUBA8	-0.06767290820305019
NTRK3	-0.06767977632601736
HEMK1	-0.06768093232987547
OSGEPL1	-0.06774563742030432
BCL11B	-0.0677594278865892
PLAC9	-0.06776288829042622
ART3	-0.06777208933386093
CDKN2B	-0.06777223921575083
IRS1	-0.0677816270924041
GAS1	-0.06779227982014381
ITGA7	-0.06780377420789145
TNP2	-0.06780858957165525
CTSF	-0.06781368850861057
MAT1A	-0.06784272586501414
TMIE	-0.06785473124491337
CPNE7	-0.06785896866132796
TLN2	-0.06786974606063657
GRP	-0.06788401826015864
KCNT1	-0.06788553808526322
ULK2	-0.06790686018899589
ALDH6A1	-0.0679112885742552
CFH	-0.06791352180638195
ADORA3	-0.06791397828682914
ELF5	-0.06791926661576897
ADORA1	-0.06792343545616807
KCNAB3	-0.0679271401379085
CALR3	-0.0679318809184539
ACOX1	-0.06795056757061027
DOK7	-0.06795772105642169
LDLRAD3	-0.06795984079949956
TMEM67	-0.06797458433619848
PRRT3	-0.06798880224949942
SMAD9	-0.0679893799682546
P4HA2	-0.06799777440291623
GIPC3	-0.06801447724775503
DHRS3	-0.06801636488254503
SLC27A1	-0.06803205623986819
HIST1H2AA	-0.06809352244969917
SNAI2	-0.06809500583528877
TRIOBP	-0.06813324085462025
TROAP	-0.06813531907911705
SEMA4G	-0.06814845200561484
IL18RAP	-0.06816077869522057
ADARB1	-0.0681911360460487
USP49	-0.06819124942141074
CLIP3	-0.06819715170610562
TMEM174	-0.06820466392441678
GPRIN3	-0.06823571499129032
POU4F3	-0.06823915043907954
BCOR	-0.06826334947335515
CCRL2	-0.06826777813888303
GNA14	-0.06827901544481461
HUS1B	-0.068280698064381
ARHGDIB	-0.06828735066503745
LRRC25	-0.06829181935670246
OXT	-0.06829332928559964
KRT14	-0.06829416403738445
GATA6	-0.06830441966868626
SCARF2	-0.06831992442122509
ZYG11B	-0.06832493767816754
CPA2	-0.068325443855486
GFRA2	-0.06833230114571115
ATAD2B	-0.0683346186588591
GC	-0.06834082648263652
TRPV4	-0.06835014036817648
ITGA1	-0.06836741504411234
NR1I3	-0.06836792024082666
ARL4A	-0.06837573825694546
MOBP	-0.06839996267728778
MYBPC3	-0.06841312811611099
CBX5	-0.06842054548914248
ABCG5	-0.06844876881616926
HTR7	-0.06850117872651038
ID2	-0.06858969238084768
NUDT22	-0.06858982008655824
FKBP4	-0.06859255125456361
ARHGAP22	-0.06862267472385136
CDC25C	-0.06865951938829129
BMP2K	-0.06869404760327676
TAP2	-0.06869663536139033
USP53	-0.06874009765636555
KIFC2	-0.06876856221825484
NEBL	-0.06877126206190998
DOCK9	-0.06877900999037398
RIOK3	-0.06878543742331135
MYB	-0.06879323264088992
EPHA1	-0.06879323264088992
UPK1A	-0.06880966020635025
CHIA	-0.06884244315790641
STEAP4	-0.06884465777200605
JPH3	-0.06884672048486747
PPY	-0.06885373354948461
CD163	-0.06885962096338785
RNF152	-0.06886229996962814
TULP1	-0.0688729456754856
SGTB	-0.06890156231845782
PSME2	-0.06891015110813029
PLVAP	-0.06893586225158574
FKBP2	-0.06894311674885376
PLSCR4	-0.06895063927902477
RASL10A	-0.0689591751877241
NNMT	-0.06897009595410993
LNPEP	-0.0690188945874573
BAIAP2L2	-0.06902856816244747
FOXD4	-0.0690382474999689
POPDC2	-0.06911409477416557
PSMD8	-0.0691500953983199
FAT4	-0.06916351042705479
FRRS1	-0.06916360968033392
SLC44A4	-0.06916424813955759
ITIH4	-0.06916493141833935
KCTD18	-0.06917652279376603
SLC39A10	-0.06918056628480523
TMEM108	-0.06918994520467348
RFXAP	-0.06919508621637377
ARL6IP1	-0.06920244001281398
WFDC2	-0.06920482418770658
TBXA2R	-0.06920954851992883
TAOK1	-0.06923404125280902
PKN2	-0.06924057074067427
NAB2	-0.06924347773733719
CHRNA7	-0.06924692256126834
AGPAT5	-0.06928424985099524
TNFRSF14	-0.06930120226650929
FBXO2	-0.06931061859996633
ATP1B2	-0.06936248591471715
BRIP1	-0.06941107488350237
OCRL	-0.06941867473933355
SPAG1	-0.06943217389998074
GIT1	-0.06944028329956059
TMEM135	-0.06945977154240289
EHD4	-0.06946690689789524
IL1RL2	-0.06946748927461743
BACE2	-0.06956449741926397
DNASE1L3	-0.06958493828637194
SOBP	-0.06959500679577534
KIF5A	-0.06960039265855111
SLC2A1	-0.0696007476707537
CYBRD1	-0.06961535538307902
SLC7A4	-0.06961981537304318
TMEM86A	-0.0696407228253101
STAU2	-0.06965646490848514
GLRX	-0.06965810080097279
STMN1	-0.06966047330511425
RASAL2	-0.06967715097846905
CHST4	-0.06968751608710973
PHACTR3	-0.0696908202578906
CCDC28A	-0.06969861379647552
INHA	-0.06971686884080354
ASB2	-0.06972347932715194
WDR47	-0.0697471201329749
MGST2	-0.06975058200087886
STK17B	-0.06975213683204827
ARID3A	-0.06975545971614677
CLSTN2	-0.06976964745678593
CD109	-0.06977589745828493
AFMID	-0.06977601416609897
RAI2	-0.069779492006698
IQCF1	-0.06979241124942683
RASAL1	-0.06982578870768558
ACSBG1	-0.06988297294574662
GREM2	-0.06989013822877577
TNFSF10	-0.0698988137598452
PGF	-0.06990121731149265
TMEM47	-0.06996295401021776
PTGIR	-0.069972673213931
ABLIM3	-0.0699737708246371
MAP3K10	-0.06998854635862924
RPS10	-0.07001925268546842
LFNG	-0.07002020276064416
LAMA1	-0.07002207872783714
ATP6V0B	-0.07005129836205187
F11	-0.07005255936505364
MYD88	-0.07008348080000582
CRY2	-0.07008366704713813
MGAT5B	-0.07010007074506361
MAP4K5	-0.0701062259740838
OSBPL8	-0.07012879315831232
HIC2	-0.07013252562878275
SMOX	-0.07014866909094564
ATP13A3	-0.07015111301123536
LRFN4	-0.07020102514972415
YPEL3	-0.07022518433205423
FOXP2	-0.07025700966272153
OGDH	-0.07026573754399465
WDR44	-0.07032109915153614
DENND1B	-0.07032460270414341
COL4A5	-0.07032974978553722
PLD4	-0.07035808505913071
TGFBI	-0.07035810277620742
ITPR1	-0.07036745674825648
CHAD	-0.07038192056897404
CTNND1	-0.07038772548743304
PAQR9	-0.07040793687854119
LAYN	-0.0704344846776864
PCDH7	-0.07050685767053567
FBXL20	-0.07050891279212604
PTGER2	-0.07053325135569248
RNF111	-0.07054576236339143
DZIP1L	-0.07055600967902657
PLXDC1	-0.07061483193563255
STRN	-0.07062499756908598
COQ10B	-0.07064452611014549
FCHSD2	-0.07066402170584551
AVPI1	-0.07066551565011145
KIF9	-0.07066855022070387
GPR155	-0.07067186241173799
PI16	-0.07068129907976807
CRYGS	-0.07069547864588166
AURKB	-0.07070353749224242
REST	-0.07072828659698926
EIF4G3	-0.07074485529944534
SLC41A1	-0.07074560464276733
CASP8	-0.07078223227379109
METRNL	-0.07078944929322796
TSR1	-0.07079525362836302
NPPB	-0.07081742744788053
NPR3	-0.07081808611533609
KATNAL2	-0.0708195350998408
NUDT11	-0.07083137098564816
POU6F1	-0.07085553614901391
MS4A7	-0.0708565984151998
MIOX	-0.07085961221027273
EEF2K	-0.07087198703335765
ITIH2	-0.07087343766508833
VCAN	-0.07087421621023908
ACTN4	-0.07089515524965705
MPEG1	-0.07089947783699219
CCDC120	-0.07091480187055042
MICALCL	-0.07093774765510279
KRT17	-0.07094095617544359
B2M	-0.07096584365141814
RDH5	-0.07098200546028142
AIRE	-0.07100088155865802
LRAT	-0.07105133949962197
SLC24A3	-0.07109793256715989
KNG1	-0.07111486498029494
NUMB	-0.07113152963363946
WFDC3	-0.0711731366757845
FRS3	-0.07117517580917017
NAPA	-0.07118953176825525
GNAL	-0.07120104316375649
RAB3IL1	-0.07120894018957194
ADCY5	-0.07123268559192604
REXO1	-0.07123708680164444
CCDC66	-0.07124936257577433
LBH	-0.07126321932090392
TRAFD1	-0.07126424878833536
NPY1R	-0.07128670160657982
APOBEC1	-0.07130164321304243
RAP2A	-0.0713053034046637
LINGO1	-0.07132857446773132
COL18A1	-0.07132878347407212
MPP1	-0.07134040117782639
RAC2	-0.07136296057323034
FBXL7	-0.07137868819446565
HDAC10	-0.07138432046816347
TACR1	-0.07141345097859626
DDAH2	-0.07141851964332172
GNG7	-0.07142769854190158
LXN	-0.07142875053465515
GPR65	-0.0714470962267153
ACTA1	-0.07146372503042273
WDHD1	-0.07150788601305946
MPP7	-0.07151187315209921
SIAE	-0.07151580541877048
TNKS	-0.07153145336409444
FBLN5	-0.0715732340213364
SLC14A1	-0.0715823442302904
MLKL	-0.07159036761306418
SLC25A27	-0.07159817487778376
F2	-0.07163948321027903
RPS29	-0.07164383887020148
HEG1	-0.07167463946649887
PANK2	-0.0716780051005798
GP6	-0.07168096829716031
PDZD3	-0.07171327406081758
ATRX	-0.07176018933456757
EGFLAM	-0.0717745362067724
STAB2	-0.07180453461254054
GPR173	-0.07183903391282141
JMJD6	-0.07183960073602323
PIK3R3	-0.07184901077323427
FZD4	-0.07185125287818007
CHRM4	-0.07185879316226096
RASL11B	-0.07185919829190762
BATF2	-0.07186933568794891
SLC29A4	-0.0718809092066488
PROM2	-0.0718836698063327
CHEK2	-0.07189643365987715
EPHB6	-0.07196827759987925
FKBP10	-0.07199263499246733
FXYD3	-0.07200147961234274
SIPA1L1	-0.07202277218553531
AQP3	-0.07204647895605179
SUSD4	-0.07206129884470586
DEPDC1B	-0.07210682619082616
ZSCAN10	-0.07211321696982302
ACTG1	-0.0721433125152141
HSD17B4	-0.07215164490076392
NES	-0.07216342130837812
MAL2	-0.0721651344574086
TTLL1	-0.07217678707940378
HIST1H2BM	-0.07221326322289622
TOP1	-0.07229054644814814
DCUN1D3	-0.07230852323767108
HK2	-0.07232593862397163
TRIM15	-0.07232738931420561
EIF2AK3	-0.0723393388950267
IPPK	-0.07236420331355185
LRRK2	-0.07241641547122722
CDR2	-0.07245099975431224
SPINK2	-0.07247612474530854
RNF125	-0.07247957825381958
SLC9A1	-0.07250183454784784
SLC17A5	-0.07250277181070712
DNAJC14	-0.07251463697130008
LRP12	-0.07252116980747282
CALCA	-0.07253000227888379
SCG3	-0.07259052140372026
ARHGAP26	-0.07259877586444242
CDCP1	-0.07261500230659125
PDPK1	-0.072616626885656
SLAMF7	-0.07265828208031566
ATF7	-0.07268295226070667
TRIM62	-0.0727022451962841
WNK4	-0.07276471593506804
GNA13	-0.07277258900985438
PTPN14	-0.07278881856367019
DPYSL3	-0.07280520232687915
ST8SIA5	-0.0728761177540038
LPO	-0.07287912512813519
SH3PXD2A	-0.07295003806753139
PAICS	-0.07296391134469393
HEXDC	-0.0729648310313254
PDE4C	-0.0729824953720754
SSR1	-0.0729835573772836
KCNMB4	-0.07298659076523616
KCNJ3	-0.07298783435389258
DOCK8	-0.07298783435389258
ATP2A3	-0.07307815375917537
NEUROG1	-0.07308739678413873
PPP1R14A	-0.07309312368847501
CDKN1C	-0.07312065413236017
GSTM1	-0.07316682096165374
IRF8	-0.0731697800302697
DOCK10	-0.07318266538752469
SCN5A	-0.07320828508724424
LHFPL4	-0.07323665438195336
TMEM161A	-0.07324437212747509
RNF31	-0.07325777119108434
FRMD5	-0.07326328547783624
ANKRD35	-0.07326670806342386
FKBP1B	-0.07328996606967432
ZBED3	-0.0732920704596855
FBP1	-0.07333603433763293
DNTTIP2	-0.07337835323808588
NT5E	-0.07341610404207613
DNAJB5	-0.07343938638321951
CD19	-0.07346932931317665
CTSE	-0.07347129052443663
SLC44A1	-0.07347616299573956
ACVR1C	-0.07348719908271407
CARHSP1	-0.07350207050427877
PSPH	-0.07352444054811162
FJX1	-0.07352875041702454
KNTC1	-0.07353063748714811
HAS3	-0.0735434642151762
FBXO44	-0.07358446448898529
SOX17	-0.07361439159312218
VPREB3	-0.07365119335941156
KCNE1	-0.07366527650038666
TRIB3	-0.07369092119667377
PTPRB	-0.07369439601981569
SLC7A11	-0.07370782683991806
HSPB9	-0.07372164769250812
LGI4	-0.07372818293132369
MSRA	-0.07374902912872955
CBX7	-0.07379585668050524
FGFR4	-0.07380231788168247
SEMA5B	-0.07385537841438998
IL1RN	-0.07385904090579266
FBXO36	-0.07393626374848747
CLN8	-0.07394621904791554
SNRK	-0.07394765818298198
NICN1	-0.07396169834860722
MOXD1	-0.07397610458686212
SLC10A7	-0.07397864540143453
TNFSF9	-0.07400839764487231
COPE	-0.074009325312308
MTM1	-0.07402760416608503
NCF2	-0.07404078088931329
KCNK12	-0.07404396098744033
BUB1B	-0.07406607426308574
PDCD4	-0.07407969551599396
PPP1R14D	-0.07409430171833928
TMC6	-0.07410623856780334
IGFBP5	-0.07413548344729283
MYCT1	-0.07415126970866524
IMPA1	-0.07416118716218956
ARID4A	-0.07416118716218956
PPM1M	-0.07416821096208387
CLDN18	-0.07418732876351729
SMARCD2	-0.07420321824841833
MLXIPL	-0.0742847366356624
KIFC1	-0.07432650066535804
AR	-0.07434608738958226
L1CAM	-0.07438527223086239
TGIF2	-0.0744165807450673
AURKAIP1	-0.07443136756557057
NAGLU	-0.07443136756557057
FKRP	-0.0744529447607621
ANKRD37	-0.0744652695025252
MDK	-0.07446715921582352
PKD1	-0.07450148647395585
BTNL9	-0.07452112625167003
PIPOX	-0.07454023881018648
HOXA6	-0.07455172046251926
S100A3	-0.07455631947731511
BCL9L	-0.07456064024316529
TRAF6	-0.0745617026929744
MFAP3L	-0.07457980790737037
CD300A	-0.07458599867825384
BCL6	-0.07459150948411446
LHX6	-0.07461446411991264
MTMR3	-0.07462605009840503
ADAMTS4	-0.07463406151733476
NEK2	-0.07465240036414367
CDCA8	-0.07465337983698266
GLIS1	-0.07467628506885102
SLC3A2	-0.07468006331154917
UGDH	-0.07474298447128001
AK7	-0.07476884899507419
SCAMP4	-0.07482041903739305
TMEM158	-0.07484448099174161
SLC44A3	-0.07486779175108932
SORBS1	-0.07487740443091387
RAD51	-0.07488490364570892
E2F7	-0.07489820337470338
F7	-0.07492133012677359
GPSM1	-0.07492245860105126
IL1R1	-0.07492688765495349
SYNJ1	-0.0749355700677127
LRRN3	-0.07494305592506366
RNF38	-0.0749631500540258
CDH3	-0.07498161003115061
IL6ST	-0.07498445387465395
LYSMD3	-0.07498742222773452
GLCCI1	-0.07499777712336765
CDH4	-0.07505941312849969
TNFRSF25	-0.07507391775930983
TELO2	-0.07508257984655568
THPO	-0.07509175528643533
ENTPD3	-0.07511789087880975
GPR119	-0.07519815776657672
PDK3	-0.07524101789605983
ADAMTS1	-0.07526087715939558
PHLDA2	-0.07528244552310787
PEX16	-0.0753166177878704
DIP2C	-0.07531927911744851
NCKIPSD	-0.07535401017828626
PARP11	-0.07537876034384289
CDCA7	-0.07538890741051128
TG	-0.07539202158579962
STK40	-0.07543792684894036
PLA2R1	-0.07545900847370123
RUNX1	-0.07549103138345312
C1D	-0.07551825381883868
RASA4	-0.07555035642339772
IKZF4	-0.07561515539134542
LILRB3	-0.07564678563265671
FNIP1	-0.07565835416751991
REV3L	-0.07567231238219266
NR3C1	-0.07568646224053067
SLC8A2	-0.0756875264476613
FBXL6	-0.0756937170580565
OSBPL7	-0.07570935502615053
TSPYL1	-0.07570935502615053
EDA2R	-0.0757100416311698
NUP98	-0.07574001790313578
SLC6A8	-0.07574263577441316
SPHK1	-0.07577388316693258
PNKD	-0.07578798996184655
CPN1	-0.07579398936004615
RHPN1	-0.07580589153294734
STK38L	-0.07581811193462791
SEC24D	-0.0758306124322177
SLURP1	-0.07584620148110745
FSTL3	-0.07586106151481588
PITPNM2	-0.07589239026188056
PUS7L	-0.07590310746968262
PAG1	-0.07590448626572485
PLK4	-0.07590804481751137
ZBTB7B	-0.07594151958776933
BCAM	-0.07594574658317951
CD40	-0.07595462770451043
EBI3	-0.07597126311782003
SERPING1	-0.07597140521636625
MARK4	-0.07599656343479913
SLC12A2	-0.07600759481028377
SIX1	-0.07604773783923063
TNFAIP6	-0.07605592292214279
SH3BP2	-0.07605955516783938
KRT83	-0.07609465494850305
MC3R	-0.07614053610678462
SHPRH	-0.07614580812568301
WDR36	-0.07614783285755834
ITGB4	-0.0761537836487436
PALMD	-0.07616357968692519
ADAMTS12	-0.0761683210666494
EXOSC6	-0.07622539068012542
EFNB2	-0.07622700846652812
PXDN	-0.0762304566143431
CARD14	-0.0762799384778602
NDRG4	-0.07630580306290963
DBH	-0.07632903722918015
SRPX	-0.0763353550223092
OSCAR	-0.07635380576928562
SNHG8	-0.0764333363356866
EFHC2	-0.07643997311188064
DCN	-0.07644550971733988
H1FOO	-0.07646152098561662
RAMP1	-0.0764648183286227
ST3GAL6	-0.07647487197999238
SRGAP3	-0.07649405971181453
SEMA3C	-0.07650043087685263
GLIPR1	-0.07650515476977254
LDLR	-0.07653001509648527
FBXW4	-0.07655315669582888
GCH1	-0.07655833481097923
TSPAN12	-0.07659690041876344
TUBA4A	-0.07662283093851417
NAT2	-0.07663655664456538
ABI3BP	-0.07667034702755386
TMCC3	-0.07671098377790463
B3GALT4	-0.07671594957472723
LIMA1	-0.07675175349038865
ADAMTS2	-0.07678409349567657
B3GNT2	-0.07679968602251161
FLT4	-0.07680008759769617
TMEM129	-0.07680208237864838
HSPA4L	-0.07683173498038512
GAS6	-0.07686445225008674
DNAJB1	-0.07689887996738204
HOXB4	-0.07691625607346857
HNF4A	-0.07692666553806754
HIP1	-0.07694470373800602
CD74	-0.07696589049888308
NEUROD2	-0.07698420286300739
RNF128	-0.07699044511814594
FRMD4B	-0.07700455953980948
ELOVL7	-0.07700981265310312
MAPT	-0.07701027442051572
TRIP10	-0.07702586235934678
UBR1	-0.07704605868719457
P4HA1	-0.0770594892001935
TM4SF5	-0.07706475473577391
ZMYND15	-0.07706672902768616
CSRP2	-0.07706718456337511
LAPTM5	-0.07711375696582873
ASCC3	-0.07712150617933278
MED18	-0.07715795257395511
TRMT11	-0.07716002746859923
SNX16	-0.07722790178753162
PDGFA	-0.07725731085694783
TREM1	-0.07727778199666553
KLHL30	-0.07729010756261379
PIK3AP1	-0.07737447567710101
GJB4	-0.07737742683890256
COLEC11	-0.07739324627170333
EPM2A	-0.07740815847592356
SLC15A1	-0.07740905086055389
PDE2A	-0.07743737559241029
ST6GAL1	-0.07745409210485853
BAK1	-0.07746767431630205
COL14A1	-0.07747472374643904
SNX21	-0.07750488707672652
PTCRA	-0.07752311131181133
SCN3B	-0.0775419011433152
SVOPL	-0.07755188094329538
MICAL3	-0.07757256298673712
CRIP1	-0.07768292951727229
CRYL1	-0.0777009544775623
IL22RA2	-0.07774182480507572
WNT10B	-0.07779661170899443
TBKBP1	-0.07782966901420407
GPR171	-0.07786614743469727
CEND1	-0.07787496376074161
ATRNL1	-0.07793237257026266
NEU3	-0.07795083581064334
RNF122	-0.07795143777833548
ARHGAP29	-0.07796663061071758
ADAR	-0.07797157707704801
SLC35E4	-0.0779803163310049
OSBPL9	-0.07802405082523434
CDC25A	-0.07808826004091271
CAMP	-0.07810793645469444
ALDH1L1	-0.07815631298315379
MAPK8IP2	-0.07816223434547201
CCDC40	-0.07816736904162819
GSG1L	-0.07824413524790931
ITGA9	-0.07828608237660266
MAP4K3	-0.07831426436413483
WBP1	-0.07831430246590554
NINJ1	-0.07834004689820578
PCSK4	-0.07834992058606209
SESN1	-0.07838869529979137
MUC20	-0.07840024550619963
SLC17A8	-0.07842273959072199
LMCD1	-0.07846478979763838
PPP1CB	-0.07847961777636828
TRIB2	-0.0784894247273381
HP	-0.0785479553605832
SEMA3B	-0.07854916627517625
PTRH1	-0.07856620844678394
TLE4	-0.07859401822144116
NFATC4	-0.07862649138616329
SSTR4	-0.07867889583177512
KTI12	-0.07868135631158416
NXT2	-0.07873678434946844
MTTP	-0.07876522873893176
KCNH2	-0.07877060431890257
ALS2	-0.07878128359324205
FBXL14	-0.07887482096488072
GPAA1	-0.07896334830128633
RIN2	-0.07903223106990499
CDCA5	-0.07906739993913
CUBN	-0.07908176201224448
PTGS1	-0.07910386295739177
DYRK1B	-0.07915567344207358
SELENBP1	-0.07921362065892375
MAP3K11	-0.07922167605098245
RBP1	-0.07922679634974641
CD2	-0.07924690113834369
GABRB2	-0.07930945823136785
IL2RG	-0.07931109820687657
MTF1	-0.07932047175380488
ARNTL2	-0.07932441221603735
RGS5	-0.07933287285128778
EMILIN2	-0.0793359495416739
SLC1A3	-0.07933600456635799
ETV1	-0.07934538262774385
BGN	-0.07935111106594599
RPL36	-0.07942993643804587
SCRIB	-0.07947050120347686
ANGPTL4	-0.07952085934339845
ASPHD2	-0.07952103941173717
MYCN	-0.07957773245975872
TRIM13	-0.07958660643131432
ID4	-0.07958789928069225
PITX1	-0.0796220409073541
RASSF2	-0.07962242529699493
SSR3	-0.07962718449646893
HMGB2	-0.07964345804746224
RAB6B	-0.07964902266384197
GINS4	-0.07965483865464024
PAOX	-0.07974295668551089
KIF27	-0.07977906036391366
EDEM3	-0.07979592486062005
ADAMTS15	-0.07980884290527247
EPHX2	-0.07982608994174027
BIRC5	-0.07985153107177066
HEPH	-0.0798539180957846
MEIS1	-0.07985807856486447
NCAPH	-0.07987916880817011
FRMD6	-0.07989576469994414
SYT13	-0.07991927787816869
KLF13	-0.07993216298037394
APRT	-0.079944117468758
NDUFA1	-0.079944117468758
BRSK2	-0.07999417902216552
RPL17	-0.08001420604596053
KLHL24	-0.08001628295562647
VWA1	-0.08002136549714671
UBE2B	-0.08006621088550529
CDKN3	-0.08009541888060756
GRIN2C	-0.08010943116704536
F2RL1	-0.08017683741697001
KLF16	-0.08018065961632251
B4GALT7	-0.08024940322659149
PMP22	-0.08026645322958398
OXR1	-0.0802859738059956
SPINK4	-0.08032491311274138
RASSF6	-0.0804408839381403
TBC1D10A	-0.08044871590956387
NUSAP1	-0.0804691891965744
PLXNA2	-0.08049431498547299
FAS	-0.08050263012803748
CST6	-0.0805057696075798
BDP1	-0.08054122779852564
NDUFC2	-0.08061804105048014
STARD5	-0.0806192967381293
HSPA1L	-0.08063059129186863
GNMT	-0.08063383719913808
PDE11A	-0.08069327186851406
MCAM	-0.08070096760822235
PPP3CC	-0.0807089418928187
LIPG	-0.08076279990776365
CLSPN	-0.08080188601900348
HIPK3	-0.08081827993312961
CD84	-0.08083095437042576
DOHH	-0.08084527936177315
TTBK2	-0.08084873205791729
ATXN7	-0.08088002258155999
MXRA7	-0.08091999773560384
EPHA2	-0.08095960397491839
F10	-0.08096160217906119
MGAT1	-0.08097306928846053
IRX3	-0.08098589767907977
NLRX1	-0.08099658880640667
DUSP6	-0.08099699827070779
FUT2	-0.08101587618675403
JAK3	-0.08110171027283954
SARDH	-0.08112999984159705
NRG1	-0.08122979228159379
TRIP6	-0.08128510671733129
SLC38A5	-0.08129452988066348
SGIP1	-0.08130454747627816
GPR50	-0.08130478300374998
MOGAT1	-0.08134903835378553
TDH	-0.08138126271241092
NPHP3	-0.08139940746414995
TMC4	-0.08141488861905041
CHD1	-0.08142626709222388
BDNF	-0.08145525465657781
XPO1	-0.08149968820306769
DTNA	-0.08152486747756857
ALDH2	-0.08154848310250504
PTHLH	-0.08161010628340552
MYC	-0.0816186906273548
CERK	-0.08164559001497666
DIO3	-0.0816879928116088
ARHGDIG	-0.08172631705698091
EDNRA	-0.08173524284067091
ASPA	-0.0817356638730326
IL12RB1	-0.08178476112036845
ARMC7	-0.08180133000152352
LGI2	-0.08181607637497154
CHORDC1	-0.0818875059689133
PITX3	-0.08190610370397977
TEC	-0.08192742871021873
COL1A1	-0.0819321162998372
ZZZ3	-0.08196584280511612
TNFRSF10B	-0.0820403779064055
SYP	-0.08208379598672064
PRIM1	-0.08209157523889388
LGR6	-0.08209775663104246
FGFR1	-0.08209844578448067
NEXN	-0.08209908993148841
BTD	-0.08216091217850992
TSC22D4	-0.08218718585677871
AMDHD2	-0.08226104309310554
DMXL2	-0.08226577302281668
B3GNT8	-0.0823225122081272
RAP1GAP	-0.08232343653711263
PKP3	-0.0824173754191638
CNTN4	-0.08242901538171743
TAF1C	-0.08243775049895978
OGFOD2	-0.08243775049895978
BCL2L12	-0.08243775049895978
DUSP9	-0.08247445627907231
GPR19	-0.08251007092215083
MC1R	-0.08251078190952672
SLC16A7	-0.08255008511962461
CXCL9	-0.08258955185427505
LGALS2	-0.08260476587067725
NDRG2	-0.08268500145043292
TBX21	-0.08272210418008048
HAP1	-0.08275729447851067
TRAF3	-0.08277114620822326
TNK2	-0.08277214132192745
SLC5A1	-0.08278605075066042
KCNN1	-0.08278739784063917
MAP4K1	-0.08284470170743262
SLIT2	-0.0828544888194454
VPS53	-0.0828560654696487
TLE2	-0.08285941755980192
PDE4DIP	-0.08298732346553946
TLX2	-0.08301042836130071
GGT6	-0.0830118838079146
NINJ2	-0.08301687880304155
COL20A1	-0.08306458964570566
YOD1	-0.08308542765900577
ADAM28	-0.08311291369653753
TMEM106A	-0.08315799984265845
MAP3K1	-0.08316199642085773
AMPH	-0.08318069118117734
RIMS1	-0.08318327284853388
SLC4A4	-0.0832113835209928
GTSE1	-0.08328974556984012
TM6SF1	-0.08330884313691826
CACHD1	-0.08333005011941494
SLC38A3	-0.08334679906965967
PIGQ	-0.08337721136380934
TNFRSF12A	-0.08338045249403704
TMPRSS2	-0.08339308364329093
COL23A1	-0.08345963635532491
FGF2	-0.08347113486981089
OVOL1	-0.08351097966793508
HAGHL	-0.08353921905906601
PRICKLE1	-0.08354534122999976
HMMR	-0.08359240470106175
HUNK	-0.08360157284532677
NRN1	-0.08365184213779586
ACE2	-0.0836981018877003
SMURF2	-0.08370117955970753
SLC35F5	-0.08370449913441862
ITGB1BP2	-0.08372750648109134
GAL	-0.08375265794143597
PRSS33	-0.08376254325175762
AADAC	-0.08381642665748532
CD177	-0.08383392566914818
RABGAP1	-0.08385204432697772
CCNYL1	-0.08399068812857136
LOXL3	-0.08399380163314693
HCFC1R1	-0.08409466439377658
SBNO2	-0.08411453709407762
PARP8	-0.08412358594533516
KRTAP3-1	-0.08413133127458593
FUT4	-0.08416670783828549
MAP3K14	-0.08417542117146899
FOXK1	-0.08424769152230852
ENPP2	-0.08427460168200643
HES5	-0.0842957105535092
CD55	-0.08433195107941197
MESP1	-0.08434971273948992
EXOSC5	-0.08436221622215107
PRR11	-0.08437587547397564
BNIP3L	-0.08437853721701674
CAPN3	-0.08439068171601567
PLK2	-0.08441251951555141
RARB	-0.08445020279949043
CACNA1G	-0.08451513531717227
PNPLA7	-0.08457521404869511
LMAN1L	-0.08458377968682666
TGM4	-0.08458969892146292
HEXIM2	-0.08461875736612759
PXMP4	-0.08463212253215957
AGER	-0.08467926691144244
P2RX5	-0.08468005272130605
HEY1	-0.08471365748991717
SERPINA9	-0.08471836755588054
ARG2	-0.0847219303289712
PTGER3	-0.08472238531074654
FSTL1	-0.08476473978931064
CEP72	-0.08477639079099168
ACY3	-0.08478766125127205
